name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 Suk Hyun Jun,BU,Stade de Reims,"6'3""",65,62,331,326,303,100,44,2019
 V. Manceau,MDC,Angers SCO,"5'9""",45,61,298,308,324,223,63,2019
 V. Pajot,MDC,Angers SCO,"5'11""",63,67,310,324,347,217,63,2019
 A. Bamba,DD,Angers SCO,"6'0""",79,79,275,302,370,210,50,2019
 Y. Sanogo,BU,Toulouse Football Club,"6'3""",66,67,337,298,296,71,63,2019
 Manu García,MOC,Toulouse Football Club,"5'7""",70,77,297,377,390,117,65,2019
 F. Mubele,BU,Toulouse Football Club,"5'9""",83,85,316,319,411,111,51,2019
 E. Krafth,DD,Amiens SC,"5'11""",78,72,287,322,368,220,57,2019
 B. Dibassy,DG,Amiens SC,"6'0""",75,78,297,289,354,218,33,2019
 E. Pieters,DC,Amiens SC,"6'1""",67,67,282,329,328,221,61,2019
 S. Mendoza,AG,Amiens SC,"5'7""",90,91,305,351,415,74,58,2019
 Gabriel Silva,DLG,AS Saint-Étienne,"5'10""",77,75,316,345,374,213,43,2019
 K. Monnet-Paquet,MG,AS Saint-Étienne,"6'0""",81,81,343,329,374,154,47,2019
 O. Haddadi,DG,Dijon FCO,"6'0""",78,73,282,278,334,220,49,2019
 M. Abeid,MC,Dijon FCO,"5'10""",65,60,305,359,335,202,61,2019
 Sergi Palencia,DLD,FC Girondins de Bordeaux,"5'6""",78,83,284,301,369,209,51,2019
 J. Ikoko,DD,En Avant de Guingamp,"5'10""",81,78,268,301,376,208,52,2019
 L. Phiri,MDC,En Avant de Guingamp,"5'8""",75,75,315,340,373,214,58,2019
 P. Djilobodji,DC,En Avant de Guingamp,"6'4""",66,66,211,248,289,214,50,2019
 Gabriel,DC,LOSC,"6'3""",56,64,241,231,280,210,50,2019
 Rui Fonte,BU,LOSC,"5'11""",64,66,349,344,341,111,60,2019
 F. Ballo-Touré,DG,AS Monaco,"6'0""",80,85,286,324,373,207,54,2019
 M. Suárez,DLD,Montpellier HSC,"6'0""",77,77,254,271,368,224,57,2019
 Fábio,DG,FC Nantes,"5'8""",79,79,305,326,393,212,54,2019
 E. Kwateng,DD,FC Nantes,"5'11""",68,67,280,283,334,216,64,2019
 B. Srarfi,AG,OGC Nice,"5'9""",78,79,333,343,362,89,46,2019
 L. Carole,DC,RC Strasbourg Alsace,"6'0""",78,76,274,295,358,215,60,2019
 B. Kamara,G,RC Strasbourg Alsace,"6'4""",41,37,74,84,213,37,354,2019
 B. Samba,G,Stade Malherbe Caen,"6'1""",60,49,78,82,270,38,354,2019
 S. Khaoui,MOC,Stade Malherbe Caen,"6'0""",72,72,299,372,350,121,60,2019
 I. Diomandé,MDC,Stade Malherbe Caen,"6'0""",65,63,290,298,329,211,58,2019
 A. Abdennour,DC,Olympique de Marseille,"6'2""",54,52,268,248,280,215,50,2019
 N. Radonjić,AD,Olympique de Marseille,"6'1""",76,86,332,322,382,80,49,2019
 A. Bobichon,MOC,Nîmes Olympique,"5'10""",75,73,326,369,351,161,61,2019
 R. Ripart,MG,Nîmes Olympique,"5'11""",78,72,342,327,351,171,55,2019
 M. Cafaro,AD,Stade de Reims,"5'7""",74,78,315,359,393,129,47,2019
 M. Doumbia,AD,Stade de Reims,"5'8""",83,84,305,334,402,120,44,2019
 J. Reine-Adélaïde,MD,Angers SCO,"6'0""",78,81,308,321,376,113,60,2019
 C. Jullien,DC,Toulouse Football Club,"6'5""",64,63,261,240,310,204,53,2019
 Y. Cahuzac,MDC,Toulouse Football Club,"5'10""",51,45,270,290,299,204,68,2019
 J. Bostock,MC,Toulouse Football Club,"6'2""",65,66,343,362,337,191,64,2019
 M. Goicoechea,G,Toulouse Football Club,"6'1""",52,49,95,96,251,60,355,2019
 A. Leya Iseka,BU,Toulouse Football Club,"6'0""",84,85,344,303,378,65,65,2019
 F. Moubandje,DC,Toulouse Football Club,"5'11""",69,68,296,315,342,215,59,2019
 S. Moreira,DLD,Toulouse Football Club,"5'10""",69,69,261,266,350,215,57,2019
 C. Jean,AD,Toulouse Football Club,"5'7""",82,84,338,333,409,74,58,2019
 A. Blin,MDC,Amiens SC,"6'0""",54,59,291,305,314,221,45,2019
 J. Otero,BU,Amiens SC,"6'0""",90,89,328,339,391,76,59,2019
 K. Adénon,DC,Amiens SC,"5'11""",56,61,259,254,319,216,57,2019
 F. Chafik,DD,Dijon FCO,"6'0""",73,76,259,292,354,224,45,2019
 J. Marié,MC,Dijon FCO,"5'10""",55,64,268,311,327,204,56,2019
 Júlio Tavares,BU,Dijon FCO,"6'2""",54,64,309,260,307,71,59,2019
 T. Bašić,MC,FC Girondins de Bordeaux,"6'2""",61,55,321,365,301,204,52,2019
 J. Larsson,DLD,En Avant de Guingamp,"6'0""",81,79,313,336,387,188,67,2019
 G. Fofana,MDC,En Avant de Guingamp,"6'0""",65,61,303,298,313,207,50,2019
 Y. Koné,DLG,LOSC,"5'9""",80,82,251,288,378,210,61,2019
 Vinícius,BU,AS Monaco,"6'3""",76,67,304,254,319,63,54,2019
 R. Pierre-Gabriel,DD,AS Monaco,"5'10""",79,79,279,286,368,206,47,2019
 P. Škuletić,BU,Montpellier HSC,"6'4""",67,67,304,236,278,70,45,2019
 S. Moutoussamy,MOC,FC Nantes,"5'9""",72,77,312,315,370,209,42,2019
 P. Burner,DD,OGC Nice,"5'7""",77,78,313,314,365,211,59,2019
 M. Le Bihan,BU,OGC Nice,"6'0""",55,63,323,305,319,124,58,2019
 O. Boscagli,DG,OGC Nice,"5'11""",69,67,262,287,329,211,49,2019
 I. Sacko,BU,OGC Nice,"6'0""",81,79,330,302,376,115,49,2019
 M. Hassen,G,OGC Nice,"6'1""",48,48,91,84,272,38,348,2019
 M. Maolida,AD,OGC Nice,"6'0""",84,84,310,306,383,59,47,2019
 R. Del Castillo,AG,Stade Rennais FC,"5'8""",75,76,317,352,386,115,51,2019
 J. Léa Siliki,MOC,Stade Rennais FC,"6'0""",68,76,339,346,339,204,57,2019
 A. Diallo,G,Stade Rennais FC,"6'3""",40,42,84,86,258,43,346,2019
 J. Siebatcheu,BU,Stade Rennais FC,"6'3""",66,63,331,284,320,69,56,2019
 I. Sissoko,MDC,RC Strasbourg Alsace,"6'4""",53,50,264,293,260,210,52,2019
 A. Gonçalves,MDC,RC Strasbourg Alsace,"5'10""",66,63,238,332,343,199,53,2019
 A. Caci,DC,RC Strasbourg Alsace,"6'0""",74,73,297,306,348,214,47,2019
 J. Gradit,DC,Stade Malherbe Caen,"5'11""",68,69,239,247,333,214,54,2019
 P. Oniangué,DC,Stade Malherbe Caen,"6'3""",65,64,323,332,315,209,52,2019
 E. Zelazny,G,Stade Malherbe Caen,"6'1""",44,46,73,87,212,41,349,2019
 B. Guillaume,BU,Nîmes Olympique,"6'2""",51,65,328,263,304,81,50,2019
 M. Martin,MOC,Stade de Reims,"5'7""",64,64,317,358,350,132,62,2019
 Cristian López,BU,Angers SCO,"6'1""",74,79,297,258,347,73,50,2019
 C. N'Doye,DC,Angers SCO,"6'4""",53,54,331,314,272,202,58,2019
 S. Guirassy,BU,Amiens SC,"6'2""",74,71,324,319,339,100,51,2019
 O. El Hajjam,DD,Amiens SC,"5'11""",69,73,275,315,343,208,51,2019
 J. Lefort,DC,Amiens SC,"6'0""",67,69,242,269,319,212,54,2019
 W. Saliba,DC,AS Saint-Étienne,"6'4""",65,63,232,243,304,210,42,2019
 C. Yambéré,DC,Dijon FCO,"6'3""",54,67,228,219,266,210,57,2019
 W. Lautoa,DC,Dijon FCO,"6'0""",54,64,226,214,309,206,49,2019
 F. Sammaritano,MOC,Dijon FCO,"5'4""",65,68,303,369,368,58,54,2019
 B. Jeannot,BU,Dijon FCO,"6'0""",63,66,323,292,337,69,46,2019
 I. Lewczuk,DC,FC Girondins de Bordeaux,"6'2""",47,45,273,269,276,208,73,2019
 A. Tchouaméni,MDC,FC Girondins de Bordeaux,"6'1""",74,71,276,305,340,201,48,2019
 M. Caillard,G,En Avant de Guingamp,"6'3""",39,48,75,84,234,32,340,2019
 Y. Ngbakoto,AD,En Avant de Guingamp,"5'8""",76,77,289,347,375,65,62,2019
 C. Traoré,DD,En Avant de Guingamp,"5'9""",73,75,283,302,349,205,58,2019
 F. Tabanou,MC,En Avant de Guingamp,"5'10""",66,69,344,361,345,204,59,2019
 D. Petrić,G,En Avant de Guingamp,"6'2""",46,47,68,70,237,36,336,2019
 O. Kemen,MDC,Olympique Lyonnais,"5'10""",74,76,302,317,360,200,51,2019
 K. N'Doram,DC,AS Monaco,"6'1""",55,60,248,274,297,215,58,2019
 Jordi Mboula,MD,AS Monaco,"6'0""",88,85,310,312,381,90,55,2019
 M. Dupé,G,FC Nantes,"6'2""",42,48,77,85,231,31,341,2019
 J. Makengo,MC,OGC Nice,"5'10""",68,69,346,342,329,208,43,2019
 R. Coly,DG,OGC Nice,"6'1""",83,79,276,281,357,205,60,2019
 A. Lusamba,MOC,OGC Nice,"5'10""",68,75,294,318,361,192,49,2019
 M. Zeffane,DG,Stade Rennais FC,"5'9""",77,73,306,300,371,197,59,2019
 E. Kawashima,G,RC Strasbourg Alsace,"6'1""",43,45,91,100,261,35,347,2019
 B. Corgnet,MOC,RC Strasbourg Alsace,"5'10""",53,54,334,348,305,154,58,2019
 J. Grimm,DC,RC Strasbourg Alsace,"5'11""",52,51,261,272,293,217,47,2019
 I. Saadi,BU,RC Strasbourg Alsace,"5'11""",66,71,307,290,338,51,43,2019
 E. Imorou,DG,Stade Malherbe Caen,"5'11""",73,73,299,304,363,207,58,2019
 Y. Bammou,BU,Stade Malherbe Caen,"6'2""",67,66,349,341,317,127,53,2019
 T. Hubočan,DC,Olympique de Marseille,"6'0""",53,65,287,233,325,214,51,2019
 T. Valls,MC,Nîmes Olympique,"5'11""",67,67,295,305,334,196,55,2019
 H. Lybohy,DC,Nîmes Olympique,"6'1""",52,55,190,189,233,207,52,2019
 Y. Andreu,DG,Angers SCO,"5'10""",63,64,248,272,332,215,53,2019
 I. Sylla,DG,Toulouse Football Club,"5'11""",71,69,336,332,344,192,56,2019
 M. Bodmer,MC,Amiens SC,"6'3""",31,31,330,358,192,205,63,2019
 A. Nordin,MG,AS Saint-Étienne,"5'7""",82,84,304,305,375,86,56,2019
 R. Rúnarsson,G,Dijon FCO,"6'1""",46,45,78,91,250,46,352,2019
 Z. Youssouf,MG,FC Girondins de Bordeaux,"6'0""",72,73,290,347,353,166,55,2019
 B. Soumaré,MC,LOSC,"6'2""",72,69,289,332,334,198,45,2019
 Reinildo,DG,LOSC,"5'11""",76,77,295,281,366,203,49,2019
 F. Bahlouli,MOC,LOSC,"6'0""",73,69,304,328,346,122,44,2019
 J. Sambia,MD,Montpellier HSC,"6'1""",79,76,328,361,368,193,61,2019
 N. Cozza,DC,Montpellier HSC,"5'10""",76,79,253,288,340,208,51,2019
 C. Traoré,DG,FC Nantes,"5'11""",76,75,237,265,352,214,52,2019
 I. Ganago,BU,OGC Nice,"5'9""",77,75,308,264,344,70,48,2019
 C. Dagba,DD,Paris Saint-Germain,"5'7""",82,84,259,285,395,204,44,2019
 A. Ndour,DG,RC Strasbourg Alsace,"6'1""",78,75,278,299,346,206,53,2019
 P. Reulet,G,Stade Malherbe Caen,"5'11""",47,45,99,87,227,46,347,2019
 J. Repas,MG,Stade Malherbe Caen,"5'7""",78,79,308,332,360,123,47,2019
 T. Fontaine,DC,Stade de Reims,"6'0""",69,75,230,181,317,196,44,2019
 B. Dia,BU,Stade de Reims,"5'11""",76,70,286,267,335,59,60,2019
 J. Carrasso,G,Stade de Reims,"6'2""",42,52,61,68,270,29,342,2019
 Z. Boucher,G,Angers SCO,"5'11""",58,54,72,80,297,33,346,2019
 C. Timite,BU,Amiens SC,"5'10""",74,78,302,285,335,101,47,2019
 Q. Cornette,AD,Amiens SC,"5'8""",79,89,306,329,388,125,55,2019
 P. Polomat,DLG,AS Saint-Étienne,"6'0""",78,78,259,302,349,198,60,2019
 F. Balmont,MDC,Dijon FCO,"5'6""",38,33,311,340,268,216,54,2019
 A. Bouka Moutou,DLG,Dijon FCO,"5'9""",67,69,223,291,352,204,60,2019
 D. Koita,DC,En Avant de Guingamp,"6'3""",67,66,254,244,319,209,45,2019
 M. Gorgelin,G,Olympique Lyonnais,"6'2""",48,47,57,78,245,41,340,2019
 S. Camara,BU,Montpellier HSC,"5'9""",50,50,352,309,310,155,57,2019
 F. Píriz,DC,Montpellier HSC,"6'2""",53,55,256,282,290,201,58,2019
 A. Mance,BU,FC Nantes,"6'2""",67,63,292,261,304,53,61,2019
 J. Kayembe,AG,FC Nantes,"6'0""",84,78,285,274,366,105,58,2019
 S. Nsoki,DC,Paris Saint-Germain,"6'1""",75,73,265,271,321,212,52,2019
 J. Deminguet,MC,Stade Malherbe Caen,"5'10""",69,68,292,335,337,177,57,2019
 A. Mbengue,DG,Stade Malherbe Caen,"5'10""",79,85,276,302,368,200,53,2019
 P. Valdivia,MDC,Nîmes Olympique,"6'1""",52,54,309,323,304,191,48,2019
 F. Harek,DC,Nîmes Olympique,"5'9""",48,50,265,288,279,205,71,2019
 H. Kamara,MG,Stade de Reims,"5'6""",76,80,275,305,388,200,55,2019
 T. Pellenard,DG,Angers SCO,"6'0""",63,65,264,284,313,203,54,2019
 W. Kanga,BU,Angers SCO,"6'0""",76,75,317,289,327,52,55,2019
 J. Moulin,G,AS Saint-Étienne,"6'1""",52,51,90,96,264,41,341,2019
 B. Allain,G,Dijon FCO,"6'1""",40,36,92,101,200,37,337,2019
 S. Kaba,BU,Dijon FCO,"6'3""",79,67,295,253,327,95,56,2019
 A. Gouiri,BU,Olympique Lyonnais,"6'0""",73,69,286,277,343,56,42,2019
 M. Caqueret,MC,Olympique Lyonnais,"5'9""",69,72,267,315,372,177,45,2019
 M. Sylla,BU,AS Monaco,"5'11""",79,80,298,278,365,53,38,2019
 P. Pellegri,BU,AS Monaco,"6'2""",74,64,296,255,310,46,49,2019
 J. Ligali,G,Montpellier HSC,"6'0""",42,46,83,85,232,36,330,2019
 L. Badiashile,G,Stade Rennais FC,"6'1""",42,32,97,114,211,46,331,2019
 Y. Fofana,MDC,RC Strasbourg Alsace,"5'9""",76,76,271,293,364,192,45,2019
 M. Tchokounté,BU,Stade Malherbe Caen,"6'3""",52,51,309,249,273,58,50,2019
 B. Sankoh,DC,Stade Malherbe Caen,"5'11""",51,68,242,261,297,216,51,2019
 F. Miguel,DC,Nîmes Olympique,"5'10""",69,64,280,276,331,199,51,2019
 P. Vlachodimos,MD,Nîmes Olympique,"6'0""",73,77,306,315,350,95,53,2019
 C. Depres,BU,Nîmes Olympique,"6'2""",52,58,308,269,267,82,52,2019
 S. Ojo,AG,Stade de Reims,"5'10""",79,79,279,300,358,91,54,2019
 L. Puyo,MOC,Angers SCO,"6'0""",62,63,313,341,334,168,57,2019
 F. El Mellali,AD,Angers SCO,"5'6""",74,73,291,297,357,94,44,2019
 M. Vidal,G,Toulouse Football Club,"6'0""",32,38,86,84,242,45,336,2019
 M. Dreyer,G,Amiens SC,"6'2""",53,47,81,73,244,35,333,2019
 M. Alphonse,DD,Dijon FCO,"6'0""",79,78,268,242,336,194,41,2019
 N. Aguerd,DC,Dijon FCO,"6'2""",63,51,251,265,279,195,51,2019
 J. Keita,AD,Dijon FCO,"5'6""",87,91,268,295,421,97,58,2019
 J. Prior,G,FC Girondins de Bordeaux,"6'2""",55,48,95,109,252,35,328,2019
 J. Maja,BU,FC Girondins de Bordeaux,"5'11""",78,74,288,271,339,78,49,2019
 H. Koffi,G,LOSC,"6'1""",33,35,61,83,226,34,323,2019
 K. Dabila,DC,LOSC,"6'0""",54,59,205,190,274,208,56,2019
 S. Sy,G,AS Monaco,"6'4""",48,59,91,93,246,49,330,2019
 B. Badiashile,DC,AS Monaco,"6'4""",58,57,222,208,259,190,43,2019
 S. Diop,MOC,AS Monaco,"5'9""",72,76,275,310,381,89,53,2019
 G. Lloris,DC,OGC Nice,"6'3""",52,53,241,219,266,198,59,2019
 R. Guitane,AG,Stade Rennais FC,"5'5""",79,77,258,317,391,90,53,2019
 Y. Armougom,DG,Stade Malherbe Caen,"5'8""",73,75,241,275,349,195,52,2019
 Y. Zahary,DC,Stade Malherbe Caen,"6'3""",68,64,195,181,274,201,45,2019
 G. Paquiez,DG,Nîmes Olympique,"6'0""",74,69,266,265,332,193,58,2019
 B. Valette,G,Nîmes Olympique,"6'1""",45,37,81,86,200,44,331,2019
 N. Mbemba,MC,Stade de Reims,"6'0""",69,65,298,300,333,177,54,2019
 P. Diaw,DC,Angers SCO,"6'4""",78,74,184,164,320,193,46,2019
 H. El Mokeddem,MG,Toulouse Football Club,"5'7""",72,75,275,316,339,114,46,2019
 Y. Adli,MOC,FC Girondins de Bordeaux,"6'1""",61,62,285,321,301,171,59,2019
 G. Poussin,G,FC Girondins de Bordeaux,"6'0""",25,17,71,76,165,33,326,2019
 Y. Benrahou,MOC,FC Girondins de Bordeaux,"5'7""",65,75,267,336,335,131,56,2019
 O. Solet,DC,Olympique Lyonnais,"6'4""",70,72,228,241,310,182,65,2019
 R. Faivre,MC,AS Monaco,"5'11""",64,66,267,297,329,170,69,2019
 L. Foster,BU,AS Monaco,"5'11""",72,76,281,258,325,100,42,2019
 J. Serrano,DG,AS Monaco,"5'11""",71,69,253,261,322,202,57,2019
 B. Passi,DC,Montpellier HSC,"6'2""",63,52,262,258,277,187,48,2019
 A. Olliero,G,FC Nantes,"6'4""",45,47,94,97,230,45,323,2019
 L. Mbe Soh,DC,Paris Saint-Germain,"6'1""",65,67,236,197,286,188,39,2019
 G. Nyamsi,DC,Stade Rennais FC,"6'4""",60,57,206,194,272,182,58,2019
 S. Doumbia,DLG,Stade Rennais FC,"5'9""",86,84,255,275,379,172,60,2019
 K. Zohi,AD,RC Strasbourg Alsace,"5'10""",79,79,282,246,368,48,53,2019
 A. Ndom,MC,Stade Malherbe Caen,"6'2""",54,55,271,290,273,183,42,2019
 Y. Sari,MD,Olympique de Marseille,"5'6""",79,78,275,292,396,95,47,2019
 A. Disasi,DC,Stade de Reims,"6'3""",55,56,187,159,239,189,45,2019
 K. Sidibé,DC,Toulouse Football Club,"6'7""",54,55,256,263,274,189,55,2019
 A. Taoui,BU,Toulouse Football Club,"5'10""",69,73,306,274,342,56,39,2019
 S. Coulibaly,DC,Dijon FCO,"6'4""",54,52,214,222,248,189,50,2019
 O. Mandanda,G,FC Girondins de Bordeaux,"5'10""",23,30,52,77,176,32,318,2019
 M. Merghem,MD,En Avant de Guingamp,"5'10""",68,73,276,289,345,149,58,2019
 A. Jakubech,G,LOSC,"6'2""",44,36,60,70,204,35,316,2019
 I. Faraj,MOC,LOSC,"5'10""",69,68,271,304,351,84,43,2019
 L. Pintor,AT,Olympique Lyonnais,"5'10""",75,78,278,266,361,70,46,2019
 W. Geubbels,BU,AS Monaco,"6'1""",84,85,294,272,367,67,53,2019
 M. Ristić,DLG,Montpellier HSC,"6'0""",66,67,275,274,312,191,42,2019
 D. Bertaud,G,Montpellier HSC,"5'11""",55,48,93,91,255,50,312,2019
 B. Boutobba,AG,Montpellier HSC,"5'8""",68,69,286,319,368,53,61,2019
 K. Sanson,MG,Montpellier HSC,"5'8""",66,62,295,303,335,174,44,2019
 A. Walongwa,DC,FC Nantes,"6'0""",50,52,190,202,261,187,67,2019
 R. Kolo-Muani,BU,FC Nantes,"6'2""",69,62,270,283,305,70,49,2019
 T. Basila,DC,FC Nantes,"6'2""",61,62,249,201,285,186,44,2019
 L. Diaby Fadiga,BU,OGC Nice,"6'2""",68,66,296,289,310,66,54,2019
 H. Mahou,AD,OGC Nice,"5'11""",68,67,297,289,326,101,46,2019
 E. Sylvestre,AG,OGC Nice,"5'8""",67,66,305,305,323,73,52,2019
 M. Güçlü,BU,Paris Saint-Germain,"6'0""",73,74,293,272,342,54,50,2019
 M. Dabo,DC,Stade Malherbe Caen,"5'9""",62,55,271,273,337,187,60,2019
 Moreto Cassamá,MOC,Stade de Reims,"5'6""",67,74,292,314,386,161,50,2019
 G. Traoré,MDC,Amiens SC,"5'8""",55,59,245,281,291,184,48,2019
 C. Abi,AG,AS Saint-Étienne,"6'2""",80,79,300,251,327,52,52,2019
 E. Loiodice,MC,Dijon FCO,"5'9""",62,59,245,301,330,169,49,2019
 Y. Fekir,AD,Olympique Lyonnais,"5'7""",74,74,285,305,366,95,46,2019
 O. Ndiaye,MOC,Olympique Lyonnais,"6'0""",69,68,270,306,308,121,47,2019
 Q. Braat,G,FC Nantes,"6'4""",31,22,72,65,161,34,319,2019
 A. Georgen,DD,Paris Saint-Germain,"5'8""",74,74,271,269,357,192,49,2019
 E. Gertmonas,G,Stade Rennais FC,"6'4""",53,49,93,93,239,48,307,2019
 S. Boey,DLD,Stade Rennais FC,"5'10""",67,68,252,266,315,192,50,2019
 F. Chabrolle,MOC,Olympique de Marseille,"5'7""",62,68,272,313,351,97,39,2019
 A. Phliponeau,MDC,Olympique de Marseille,"5'9""",58,62,248,300,306,184,44,2019
 M. Sourzac,G,Nîmes Olympique,"6'2""",55,55,93,102,281,38,309,2019
 A. Mandrea,G,Angers SCO,"6'1""",49,41,89,87,236,52,310,2019
 B. Diakité,DC,Toulouse Football Club,"6'1""",64,65,250,223,305,193,43,2019
 Kenny Rocha Santos,MOC,AS Saint-Étienne,"5'9""",68,69,278,310,338,135,44,2019
 W. Fofana,DC,AS Saint-Étienne,"6'1""",64,59,212,182,284,191,55,2019
 D. Trichard,MG,FC Girondins de Bordeaux,"5'9""",69,69,290,268,327,168,65,2019
 A. Lottin,MC,FC Girondins de Bordeaux,"5'11""",69,73,255,268,329,180,54,2019
 T. Cissokho,DC,FC Girondins de Bordeaux,"6'7""",54,55,189,167,235,191,46,2019
 M. Phaeton,BU,En Avant de Guingamp,"6'1""",75,72,272,275,322,56,56,2019
 R. Droehnle,DC,LOSC,"5'11""",52,52,225,197,262,194,37,2019
 R. Griffiths,BU,Olympique Lyonnais,"5'11""",69,68,268,226,307,62,52,2019
 A. Adouyev,MD,Montpellier HSC,"5'11""",74,76,270,312,355,144,54,2019
 Y. Ammour,BU,Montpellier HSC,"6'0""",79,76,270,225,353,58,54,2019
 A. Bamba,MOC,FC Nantes,"5'9""",63,64,286,329,309,156,50,2019
 A. Dabo,MOC,FC Nantes,"5'11""",65,69,303,309,307,190,45,2019
 Y. Clementia,G,OGC Nice,"6'2""",37,36,70,97,206,43,304,2019
 A. Pelmard,DC,OGC Nice,"5'10""",65,65,222,217,303,189,43,2019
 S. Cibois,G,Paris Saint-Germain,"6'4""",30,36,66,83,207,29,308,2019
 M. Kapo,MDC,Paris Saint-Germain,"6'0""",68,69,256,272,318,185,57,2019
 A. Toufiqui,MOC,Paris Saint-Germain,"5'9""",66,64,280,285,323,176,39,2019
 M. Zemzemi,MG,RC Strasbourg Alsace,"6'0""",76,77,252,311,339,113,52,2019
 H. Moussaki,BU,Stade Malherbe Caen,"6'2""",68,70,278,239,299,51,41,2019
 B. Tutu,BU,Stade Malherbe Caen,"6'4""",74,76,263,229,306,56,49,2019
 A. Hsissane,MDC,Nîmes Olympique,"6'1""",51,61,226,260,281,180,59,2019
 V. Pinson,BU,Stade de Reims,"5'10""",63,66,272,243,320,47,41,2019
 I. Cissé,DLD,Angers SCO,"6'1""",74,73,245,281,348,181,62,2019
 M. Gonçalves,DC,Toulouse Football Club,"5'10""",61,62,259,240,313,184,51,2019
 L. Ghezali,AD,AS Saint-Étienne,"5'11""",73,73,272,273,339,93,45,2019
 M. Gueye,BU,AS Saint-Étienne,"6'1""",53,51,297,236,258,71,51,2019
 B. Benkhedim,AD,AS Saint-Étienne,"5'8""",75,73,281,298,352,129,47,2019
 A. Zekaj,DC,LOSC,"6'2""",63,62,251,263,290,184,40,2019
 J. Porsan-Clémenté,BU,Montpellier HSC,"5'10""",67,66,302,258,327,180,54,2019
 C. Vidal,DC,Montpellier HSC,"5'11""",53,55,186,152,264,198,42,2019
 A. Zagre,MG,Paris Saint-Germain,"5'6""",80,82,252,279,385,167,47,2019
 I. Hemans,DG,Paris Saint-Germain,"5'6""",79,78,228,284,388,177,49,2019
 A. Laurienté,MOC,Stade Rennais FC,"5'7""",63,62,267,292,334,105,63,2019
 N. Janvier,MOC,Stade Rennais FC,"5'7""",63,61,277,281,348,119,42,2019
 I. Aaneba,DC,RC Strasbourg Alsace,"5'10""",61,76,214,223,321,190,55,2019
 E. Joseph,AD,Stade Malherbe Caen,"5'10""",84,85,262,273,361,82,54,2019
 F. Escales,G,Olympique de Marseille,"6'0""",33,19,86,83,167,30,304,2019
 R. Aït Nouri,DG,Angers SCO,"5'10""",69,64,256,259,340,180,60,2019
 S. Segarel,BU,Amiens SC,"6'0""",69,68,268,232,308,49,57,2019
 A. Lauray,DC,FC Girondins de Bordeaux,"5'9""",69,67,205,201,329,190,62,2019
 L. Carnot,MC,En Avant de Guingamp,"6'0""",65,64,269,291,310,147,55,2019
 M. Boudjemaa,DC,En Avant de Guingamp,"5'11""",66,62,236,252,305,177,52,2019
 C. Niasse,DC,LOSC,"6'2""",58,64,236,267,287,186,50,2019
 A. Racioppi,G,Olympique Lyonnais,"6'1""",28,31,55,70,187,36,292,2019
 I. Louza,MG,FC Nantes,"5'10""",66,69,255,267,323,149,39,2019
 P. Prado,DD,FC Nantes,"5'8""",68,72,237,233,345,178,53,2019
 M. Pélican,AG,OGC Nice,"5'9""",65,60,266,276,302,96,45,2019
 N. Diallo,DG,Stade Rennais FC,"5'10""",76,73,205,236,361,192,41,2019
 T. Nkada,BU,Stade Rennais FC,"5'10""",73,75,273,253,336,55,55,2019
 K. Mouanga,DC,Angers SCO,"6'3""",66,62,183,164,273,184,54,2019
 Matis Carvalho,G,Toulouse Football Club,"6'2""",38,37,62,75,205,35,297,2019
 M. Gneba,BU,Amiens SC,"5'9""",79,84,262,242,366,47,51,2019
 J. Ngando,AD,Amiens SC,"5'7""",83,84,245,271,380,69,48,2019
 I. Gomis,MD,Amiens SC,"5'9""",68,69,265,294,319,119,65,2019
 M. Nilor,BU,FC Girondins de Bordeaux,"6'0""",48,44,270,213,252,69,50,2019
 I. Diarra,AG,FC Girondins de Bordeaux,"5'8""",76,75,251,267,361,61,44,2019
 K. Kaïboue,MDC,Montpellier HSC,"6'0""",63,53,266,283,300,188,51,2019
 A. Jaziri,AG,OGC Nice,"5'8""",55,63,262,283,293,92,49,2019
 P. Wade,MC,OGC Nice,"5'10""",68,63,241,258,314,167,63,2019
 E. Ebimbe,MD,Paris Saint-Germain,"6'0""",69,68,244,265,314,153,48,2019
 M. Golitin,G,Stade Malherbe Caen,"6'4""",34,36,65,76,159,33,300,2019
 S. Marasovic,MOC,Olympique de Marseille,"5'7""",62,66,259,254,354,127,53,2019
 S. Sissoko,MDC,Stade de Reims,"5'10""",72,74,242,257,341,183,46,2019
 M. Soula,BU,Angers SCO,"5'8""",69,65,290,272,310,92,50,2019
 D. Chambost,MOC,AS Saint-Étienne,"5'9""",64,68,267,282,312,128,51,2019
 L. Pétrot,DC,AS Saint-Étienne,"6'1""",60,61,218,205,290,187,48,2019
 M. Barcola,G,Olympique Lyonnais,"6'5""",29,21,66,72,141,25,285,2019
 M. Simakan,DC,RC Strasbourg Alsace,"6'2""",54,61,177,165,256,187,46,2019
 R. Cagnon,G,Olympique de Marseille,"6'4""",20,31,62,78,155,36,288,2019
 L. Perrin,DC,Olympique de Marseille,"6'2""",55,55,192,184,265,178,56,2019
 T. Sainte-Luce,DLG,Nîmes Olympique,"5'11""",69,69,232,240,324,161,50,2019
 N. Lemaître,G,Stade de Reims,"6'1""",32,34,107,96,176,35,288,2019
 A. Gomez Mancini,MOC,Angers SCO,"5'11""",61,62,250,271,301,139,59,2019
